pmid,first_author,lab_pi,lab,year,dataset_description,experiment_description,assay_term_id,assay_term_name,biosample_id,biosample_term_name,strain_background,experiment_dbxref,datafile_name,gbrowse_category,old_category,category,label,key
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae YPH499",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,YPH499,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/YPH499.gatk.vcf.bgz,,,variants,YPH499_snp,YPH499_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae YPH499",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,YPH499,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/YPH499.indel.gatk.vcf.bgz,,,variants,YPH499_indel,YPH499_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae YPS128",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,YPS128,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/YPS128.gatk.vcf.bgz,,,variants,YPS128_snp,YPS128_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae YPS128",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,YPS128,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/YPS128.indel.gatk.vcf.bgz,,,variants,YPS128_indel,YPS128_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae YPS163",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,YPS163,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/YPS163.gatk.vcf.bgz,,,variants,YPS163_snp,YPS163_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae YPS163",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,YPS163,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/YPS163.indel.gatk.vcf.bgz,,,variants,YPS163_indel,YPS163_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae YS9",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,YS9,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/YS9.gatk.vcf.bgz,,,variants,YS9_snp,YS9_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae YS9",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,YS9,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/YS9.indel.gatk.vcf.bgz,,,variants,YS9_indel,YS9_indel_V64
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays all transient and non-transient translated elements identified using iRibo,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,gffs/Wacholder_2023_translated_orfs.gff3,,,translation,Wacholder_2023_translated_orfs,Wacholder_2023_translated_orfs
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays the density of sequencing from Ribo-seq experiments on the plus strand,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/Wacholder_2023_riboseq_minus.bw,,,translation,Wacholder_2023_riboseq_minus,Wacholder_2023_riboseq_minus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays the density of sequencing from Ribo-seq experiments on the minus strand,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/Wacholder_2023_riboseq_plus.bw,,,translation,Wacholder_2023_riboseq_plus,Wacholder_2023_riboseq_plus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays minus strand ribo-seq data for experiments with S. cerevisiae with cycloheximide treatment,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/Wacholder_2023_riboseq_chx_plus.bw,,,translation,Wacholder_2023_riboseq_chx_minus,Wacholder_2023_riboseq_chx_minus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays plus strand ribo-seq data for experiments with S. cerevisiae with cycloheximide treatment,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/Wacholder_2023_riboseq_nochx_minus.bw,,,translation,Wacholder_2023_riboseq_chx_plus,Wacholder_2023_riboseq_chx_plus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays minus strand ribo-seq data for experiments with S. cerevisiae without cycloheximide treatment,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/Wacholder_2023_riboseq_nochx_plus.bw,,,translation,Wacholder_2023_riboseq_nochx_minus,Wacholder_2023_riboseq_nochx_minus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays plus strand ribo-seq data for experiments with S. cerevisiae without cycloheximide treatment,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/Wacholder_2023_riboseq_sd_minus.bw,,,translation,Wacholder_2023_riboseq_nochx_plus,Wacholder_2023_riboseq_nochx_plus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays minus strand ribo-seq data for experiments with S. cerevisiae grown in SD media,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/Wacholder_2023_riboseq_sd_plus.bw,,,translation,Wacholder_2023_riboseq_sd_minus,Wacholder_2023_riboseq_sd_minus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays plus strand ribo-seq data for experiments with S. cerevisiae grown in SD media,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/Wacholder_2023_riboseq_ypd_minus.bw,,,translation,Wacholder_2023_riboseq_sd_plus,Wacholder_2023_riboseq_sd_plus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays minus strand ribo-seq data for experiments with S. cerevisiae grown in YPD media,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/Wacholder_2023_riboseq_ypd_nochx_minus.bw,,,translation,Wacholder_2023_riboseq_ypd_minus,Wacholder_2023_riboseq_ypd_minus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays minus strand ribo-seq data for experiments with S. cerevisiae grown in YPD media without cycloheximide treatment,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/Wacholder_2023_riboseq_ypd_nochx_plus.bw,,,translation,Wacholder_2023_riboseq_ypd_nochx_minus,Wacholder_2023_riboseq_ypd_nochx_minus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays plus strand ribo-seq data for experiments with S. cerevisiae grown in YPD media without cycloheximide treatment,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/Wacholder_2023_riboseq_ypd_plus.bw,,,translation,Wacholder_2023_riboseq_ypd_nochx_plus,Wacholder_2023_riboseq_ypd_nochx_plus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays plus strand ribo-seq data for experiments with S. cerevisiae grown in YPD media,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,bigwig/Wacholder_2023_PMID_37164009/gffs/Wacholder_2023_translated_orfs_chx.gff3,,,translation,Wacholder_2023_riboseq_ypd_plus,Wacholder_2023_riboseq_ypd_plus
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays translated ORFs for experiments with S. cerevisiae treated with cycloheximide,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,gffs/Wacholder_2023_translated_orfs_chx.gff3,,,translation,Wacholder_2023_translated_orfs_chx,Wacholder_2023_translated_orfs_chx
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays translated ORFs for experiments with S. cerevisiae grown without cycloheximide treatment,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,gffs/Wacholder_2023_translated_orfs_nochx.gff3,,,translation,Wacholder_2023_translated_orfs_nochx,Wacholder_2023_translated_orfs_nochx
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays translated ORFs for experiments with S. cerevisiae grown in SD media,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,gffs/Wacholder_2023_translated_orfs_sd_media.gff3,,,translation,Wacholder_2023_translated_orfs_sd_media,Wacholder_2023_translated_orfs_sd_media
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays translated ORFs for experiments with S. cerevisiae grown in YPD media,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,gffs/Wacholder_2023_translated_orfs_ypd_media.gff3,,,translation,Wacholder_2023_translated_orfs_ypd_media,Wacholder_2023_translated_orfs_ypd_media
37164009,Wacholder,"Carvunis, Anne-Ruxandra",University of Pittsburgh,2023,"Ribo-seq analysis for translated elements, including short noncanonical ORFs (nORFs). Re-analysis of multiple Ribo-seq experiments under various growth condtions",This track displays translated ORFs for experiments with S. cerevisiae grown in YPD media without cycloheximide treatment,OBI:0002038,ribosomal profiling by sequence assay,OBI:0000880,RNA extract,OTHER,,gffs/Wacholder_2023_translated_orfs_ypd_nochx.gff3,,,translation,Wacholder_2023_translated_orfs_ypd_nochx,Wacholder_2023_translated_orfs_ypd_nochx
